quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0
89382247,M,3,1/18/1979,546,A,99.5,3,MIBUS,1.54,0,583.1157094
10341288,M,4,6/10/1960,321,D,65.3,4,UTE,1.012,0,5542.564925
87795625,F,5,12/17/1955,724,A,82,4,SEDAN,0.484,0,0
51453948,M,6,6/22/1930,837,E,,3,UTE,1.353,0,39.10286326
32513274,F,5,9/3/1950,793,C,145.5,4,STNWG,1.661,0,37.30037234
99557597,M,5,7/7/1957,710,D,149.7,4,SEDAN,2.365,0,177.9953998
12127422,M,5,5/5/1958,839,A,77.4,3,STNWG,3.047,0,0
42423774,F,3,10/23/1971,605,B,124,4,HDTOP,1.067,0,0
16509561,F,1,9/13/1992,585,A,,1,SEDAN,2.794,0,294.6471226
57038202,F,3,9/9/1973,697,C,150,3,STNWG,1.364,0,20.85144423
44042700,M,5,3/30/1951,843,C,145.5,4,STNWG,1.903,0,0
59377915,F,1,3/3/1994,777,E,51,1,HBACK,1.705,0,0
74007294,F,2,8/18/1982,333,B,94.6,1,TRUCK,4.95,0,2864.486273
53933302,F,4,2/4/1963,770,C,145.5,2,STNWG,4.103,0,0
95713462,M,4,7/17/1967,661,A,113.9,4,HBACK,0.858,0,39.94462964
54171764,F,4,8/15/1962,769,C,138,3,STNWG,2.662,0,0
16890366,M,2,2/17/1987,,E,7.5,3,STNWG,3.454,0,0
74606253,M,3,3/19/1977,686,A,99.9,4,BUS,0.935,0,0
41627192,M,,1/5/1995,581,F,160,2,UTE,2.365,0,487.9434901
95134757,F,5,5/12/1953,388,E,13.5,4,MIBUS,1.353,0,221.6128955
42789502,M,1,11/12/1990,799,D,88.7,3,SEDAN,1.111,0,0
15223502,F,3,1/16/1974,714,A,30.5,2,HBACK,1.826,0,0
95905164,M,3,3/19/1972,659,B,,3,SEDAN,1.419,0,0
99835984,F,2,1/29/1986,440,B,110,2,STNWG,4.642,0,5055.68751
20523958,M,4,9/1/1962,833,E,78,3,STNWG,2.904,0,0
92112669,F,4,11/18/1961,721,A,37.8,3,MIBUS,1.529,0,0
27765827,M,1,3/22/1998,521,C,111,2,SEDAN,2.321,0,7591.398674
10177635,F,3,5/18/1977,,E,,3,HBACK,1.232,0,0
20805082,F,2,4/20/1983,832,A,79.7,2,HBACK,1.353,0,0
74690558,F,2,12/29/1989,505,E,37.5,1,HBACK,1.749,0,0
42729015,F,5,11/9/1951,835,C,147,4,SEDAN,0.396,0,0
58753163,M,2,4/25/1983,679,B,152.3,3,SEDAN,1.496,0,41.13303485
12620516,M,2,1/3/1983,770,D,124.7,2,STNWG,4.554,0,712.0854038
32778689,F,,7/27/1981,622,B,144.3,1,HBACK,1.485,0,153.333452
93193381,F,5,10/1/1958,843,C,138,2,STNWG,4.191,0,441.3454027
28317705,F,6,6/9/1931,695,C,96,3,HBACK,0.979,0,242.1558833
13464392,F,5,1/4/1959,826,E,87,1,SEDAN,2.552,0,0
78157010,F,6,1/16/1939,720,E,54,4,HBACK,0.759,0,0
34302349,F,3,12/1/1971,612,E,40.5,1,UTE,2.068,0,258.0385364
25445449,M,5,1/23/1951,770,E,37.5,4,HBACK,0.803,0,0
86478961,F,1,2/18/1994,537,D,86,3,SEDAN,1.408,0,315.7903028
22951782,M,2,1/6/1982,411,B,,3,SEDAN,1.155,0,1227.251469
46759305,M,6,5/27/1932,799,E,46.5,2,SEDAN,1.793,0,0
44374551,F,3,4/17/1970,537,C,121.5,1,SEDAN,2.717,0,302.7631153
39285867,F,2,8/1/1984,628,B,118.9,3,SEDAN,1.683,0,343.8794233
86395767,M,3,1/15/1972,611,A,82.5,1,STNWG,5.126,0,1248.716698
63696783,F,2,9/16/1986,520,A,77,3,HBACK,0.935,0,140.9110855
15713097,F,5,7/8/1959,825,F,140,1,STNWG,6.1083,0,344.9527585
28484515,M,4,2/15/1969,660,E,33,1,TRUCK,1.914,0,0
57527147,M,3,7/9/1976,610,A,54.7,3,SEDAN,1.485,0,0
20313488,F,3,2/21/1978,687,C,141,3,HBACK,1.21,0,110.2363096
32091259,F,3,8/13/1970,741,C,145.5,3,STNWG,2.321,0,0
54719247,F,5,4/7/1953,720,A,33.4,1,HBACK,2.552,0,0
80326288,M,2,11/30/1982,536,A,50.2,3,SEDAN,1.166,0,311.4248679
79428712,M,1,11/3/1992,619,A,38.2,4,TRUCK,1.144,0,1737.065861
83974992,F,4,1/16/1965,639,A,112.1,4,HBACK,0.88,0,0
35403794,F,4,3/9/1963,648,A,31.8,1,HBACK,2.3089,0,189.5366439
72759668,M,4,4/7/1962,429,C,,3,STNWG,3.773,0,1176.517538
10186446,F,4,8/5/1967,527,C,135,3,HBACK,1.364,0,3740.36163
20522785,M,4,5/30/1969,461,A,36.9,4,SEDAN,0.561,0,776.9869209
98236777,M,4,3/15/1960,833,A,75.1,3,COUPE,1.001,0,0
63937545,M,3,4/1/1973,,D,88.3,2,STNWG,2.343,1,863.3408349
19477684,M,5,1/20/1959,775,B,113,4,STNWG,2.167,0,51.36234048
82996387,M,,5/28/1947,626,B,,2,SEDAN,2.508,0,93.33803015
26879748,M,3,10/30/1973,689,C,148.5,3,STNWG,2.629,0,17.32314621
34804637,F,1,3/19/1996,531,C,142.5,2,HBACK,1.331,0,203.9885836
27150747,M,3,8/24/1970,648,E,55.5,4,UTE,1.331,0,56.93658783
91100311,M,4,2/23/1960,595,A,61.8,4,SEDAN,0.616,0,76.78470834
81867594,F,2,9/30/1982,649,F,100,3,STNWG,3.344,0,0
48405366,F,5,10/25/1953,525,C,145.5,4,SEDAN,0.407,0,570.875173
18613387,F,1,6/8/1991,329,B,,3,SEDAN,1.617,0,269.955628
33332755,M,2,12/22/1980,621,A,79.9,2,SEDAN,2.057,0,51.85947166
50668934,M,2,12/12/1985,458,C,139.5,4,STNWG,1.1,0,1039.41412
73412390,M,5,12/20/1955,837,A,66,1,SEDAN,3.828,0,0
86939166,M,6,1/25/1949,766,C,130.5,3,SEDAN,1.155,0,25.51399349
55804431,F,5,2/18/1959,737,A,94.8,2,SEDAN,2.673,0,0
52082744,F,3,2/17/1979,610,C,138,3,HBACK,0.715,0,108.97114
89561954,M,4,3/7/1963,781,A,65.5,3,STNWG,1.408,0,62.40705884
86745985,F,3,2/28/1971,,A,139,3,HBACK,0.924,0,0
47341338,F,2,5/13/1988,703,B,128,3,SEDAN,1.067,0,0
48132152,F,5,1/29/1954,650,C,144,3,SEDAN,1.023,0,0
30048901,F,3,12/19/1973,316,E,49.5,4,SEDAN,1.353,0,8079.757681
76050666,F,4,12/15/1961,601,A,54.5,3,STNWG,3.245,0,0
45336418,F,3,1/1/1978,687,A,89.7,3,SEDAN,1.617,0,25.80807881
20858665,M,1,8/28/1991,748,C,,3,SEDAN,1.562,0,18.56561
81107067,F,3,5/11/1973,838,C,145.5,4,SEDAN,0.847,0,0
60473034,F,2,12/28/1981,,B,57.9,2,SEDAN,1.903,0,597.6957142
89088663,F,5,8/17/1950,841,B,137.9,3,SEDAN,1.21,0,0
51235159,F,5,7/18/1954,826,A,96.1,2,HBACK,1.408,0,0
34128187,M,,2/21/1947,733,C,139.5,3,SEDAN,1.419,0,18.52432854
11425224,F,3,4/16/1975,711,C,139.5,2,HBACK,1.738,0,136.4374766
33745790,M,3,12/17/1974,756,C,142.5,4,SEDAN,1.122,0,0
66363828,M,2,12/21/1980,671,C,129,2,SEDAN,1.727,0,115.8547765
48571460,M,3,2/5/1977,658,B,116,2,STNWG,2.75,0,132.4437608
96815726,F,5,8/22/1959,827,C,132,4,HBACK,0.605,0,44.62794219
69809800,M,5,2/7/1956,443,B,,4,UTE,2.244,0,2090.430737
51992802,F,,7/18/1932,822,A,100.4,1,HBACK,1.4839,0,0
82803389,M,1,9/12/1990,,C,96,4,STNWG,2.156,0,315.4946853
19625846,M,5,5/3/1951,815,D,116.4,4,UTE,1.32,0,0
73818242,F,6,11/23/1948,722,C,96,4,SEDAN,0.451,0,0
72079814,F,5,1/13/1953,800,B,106.3,3,SEDAN,1.54,0,0
57431566,F,5,8/20/1952,789,A,97.4,4,HBACK,0.726,0,0
57561194,F,,3/29/1972,658,A,104.7,2,SEDAN,1.98,0,0
56551762,F,,12/23/1972,711,B,139.9,4,SEDAN,0.946,0,0
72251908,F,3,10/23/1975,640,B,186.2,3,HBACK,1.199,0,408.7357274
98519532,M,4,11/25/1962,588,F,118,4,UTE,2.277,0,54.30702906
82196418,F,3,8/19/1970,542,C,135,2,SEDAN,2.244,0,990.1967111
22361762,F,3,9/21/1971,669,A,104.7,4,STNWG,1.947,0,0
25287941,F,4,3/9/1967,447,C,72,2,SEDAN,2.024,0,2815.582783
95896288,F,6,11/1/1949,818,C,123,1,HBACK,1.683,0,0
80509615,M,3,6/26/1979,800,F,136,3,STNWG,3.212,0,63.72234951
84283666,M,4,6/3/1960,749,C,144,2,SEDAN,2.541,0,73.82526788
37456086,M,6,11/6/1945,775,C,142.5,3,STNWG,2.783,0,0
75441060,M,2,4/4/1988,636,C,120,4,STNWG,1.276,0,54.11049563
40579820,M,4,11/8/1961,640,C,111,3,SEDAN,1.353,0,0
98955624,F,3,8/21/1971,820,A,70,3,HBACK,0.737,0,0
66660098,F,2,12/9/1984,618,D,148.2,3,SEDAN,0.968,0,0
84225707,M,2,3/5/1980,416,A,80.4,4,SEDAN,0.869,0,508.0424493
61048300,F,3,12/31/1974,654,C,135,1,STNWG,3.41,0,0
38909918,F,2,6/18/1989,472,E,31.5,1,SEDAN,2.3089,1,4467.68379
71489985,M,2,6/27/1987,562,B,86.3,3,SEDAN,1.21,0,129.2487548
76262451,M,2,3/9/1985,823,A,90.5,1,HBACK,1.4839,0,0
82158213,F,2,6/20/1989,640,A,115.2,3,SEDAN,0.913,0,429.2604003
89924844,F,3,7/12/1976,732,C,136.5,4,HBACK,0.517,0,0
66670454,M,4,3/5/1968,361,C,147,2,HBACK,1.881,0,825.4749697
33072872,F,,6/13/1971,791,A,107.5,3,STNWG,1.98,0,0
68083356,F,3,5/5/1976,415,B,107.9,3,HBACK,0.924,0,482.650061
28573018,F,5,11/25/1955,831,C,133.5,3,SEDAN,1.111,0,168.6143713
25863158,F,4,3/8/1965,597,E,49.5,1,STNWG,4.917,0,0
14908149,F,4,9/1/1960,610,C,145.5,2,SEDAN,1.936,0,611.4445707
39044703,M,,9/9/1937,728,A,83.3,1,STNWG,4.356,0,0
35666998,M,4,6/11/1964,511,C,148.5,1,SEDAN,2.772,0,2622.739796
88693623,F,2,12/12/1989,,C,,2,HBACK,1.496,0,332.3304307
50040440,F,2,5/7/1982,741,C,141,3,HBACK,0.968,0,358.3710904
71685763,M,2,11/22/1981,544,A,61.8,2,SEDAN,2.519,0,1232.136446
75881650,M,,6/4/1994,619,C,127.5,2,SEDAN,2.189,0,0
87878736,M,,7/3/1987,654,C,87,2,TRUCK,1.496,0,0
65408748,F,4,3/20/1962,823,C,129,4,HBACK,0.803,0,0
57594172,M,2,5/30/1987,638,A,80.3,2,HDTOP,2.607,0,0
73798817,M,2,11/25/1987,605,A,72.6,4,SEDAN,0.781,0,146.5834193
93147489,M,1,11/4/1995,696,E,27,2,SEDAN,1.793,0,88.44174223
37317006,M,5,12/8/1957,768,E,,2,HDTOP,3.839,0,0
40949459,F,1,12/28/1990,792,A,13.4,3,HBACK,0.935,0,272.514334
92673888,M,3,2/25/1978,697,C,126,1,SEDAN,2.706,0,0
46052283,F,,9/6/1959,708,C,148.5,2,SEDAN,2.024,0,236.4729988
24121302,M,1,2/5/1990,473,C,132,2,SEDAN,1.892,0,654.5674883
54318058,F,6,5/7/1940,441,C,85.5,2,HBACK,2.189,1,2034.28049
92178495,F,6,5/16/1946,477,A,53.9,3,SEDAN,1.166,0,520.5022794
99923337,F,,11/30/1968,817,C,145.5,3,SEDAN,2.057,0,0
83827637,M,5,5/17/1950,716,C,141,4,STNWG,2.112,0,73.85028748
33606774,F,,12/10/1954,627,E,46.5,2,HBACK,1.705,0,0
49646690,M,3,5/3/1975,810,C,103.5,2,HBACK,1.738,0,119.3694082
64538058,F,5,9/16/1956,829,C,120,2,SEDAN,1.661,0,0
82963695,F,3,12/22/1976,313,C,144,4,STNWG,0.88,0,720.1344665
96609676,F,4,11/15/1965,787,A,63.9,3,SEDAN,1.177,0,119.5416951
96476931,F,5,3/30/1953,837,B,132.8,4,HBACK,0.473,0,19.15279486
68376974,M,2,12/23/1989,420,C,124.5,4,STNWG,1.276,0,1187.858145
60481084,F,4,6/9/1964,334,A,43.6,2,HDTOP,3.256,0,9821.774953
19907952,M,5,10/21/1953,623,A,,4,TRUCK,1.694,0,0
69321732,M,4,7/1/1963,815,C,114,4,HBACK,0.561,0,25.7607911
60037665,M,4,6/26/1963,678,A,,1,UTE,4.114,0,72.57695003
30915209,M,4,8/5/1966,724,E,37.5,3,STNWG,3.3,0,0
60987699,F,2,3/28/1980,327,E,67.5,3,SEDAN,1.067,0,3980.661304
72291294,M,5,9/14/1954,795,C,123,2,SEDAN,2.046,0,0
12780802,F,6,2/20/1931,637,B,90.8,3,SEDAN,1.793,0,202.6030291
14324967,F,4,8/19/1966,504,E,48,3,SEDAN,1.694,0,3879.916351
47413506,M,4,9/13/1962,411,C,112.5,4,SEDAN,0.561,1,1277.040782
45909057,F,,8/21/1967,722,E,69,1,SEDAN,2.607,0,0
52369146,F,3,3/12/1978,676,A,48.4,2,STNWG,4.268,0,0
15903688,F,5,10/29/1952,703,C,144,3,STNWG,2.497,0,136.1118945
42332091,F,4,5/12/1965,609,C,123,3,HBACK,1.056,0,93.17756574
26577433,M,4,5/12/1960,678,B,87.1,2,SEDAN,1.661,0,28.1368982
25237988,F,5,10/24/1956,422,D,96.7,4,SEDAN,1.254,0,1418.662947
30613811,F,5,2/2/1956,531,E,15,2,SEDAN,2.046,0,852.2582218
22534687,F,3,3/27/1978,717,E,15,2,HDTOP,3.861,0,0
95692030,F,4,1/8/1969,642,C,109.5,3,HBACK,1.309,0,0
60831655,M,6,9/15/1941,828,C,129,2,STNWG,2.156,0,126.3955414
52747724,F,2,7/2/1988,629,C,144,3,STNWG,3.135,0,331.5997559
72332787,M,4,7/26/1961,693,C,114,4,UTE,1.276,0,27.23429399
83846705,F,4,2/13/1964,750,B,95.2,3,SEDAN,1.21,0,29.81581754
97600281,F,6,10/19/1935,797,D,106.6,4,SEDAN,0.44,0,24.08708119
75492421,F,6,5/5/1948,679,C,120,3,HBACK,1.331,0,0
32168993,M,5,12/22/1958,754,C,145.5,4,STNWG,1.232,0,0
45848870,M,4,9/14/1963,645,C,144,2,STNWG,3.619,0,0
60477661,M,4,8/20/1961,808,E,,4,HDTOP,1.65,0,0
71889212,F,4,7/6/1961,688,C,141,2,SEDAN,1.936,0,0
51068334,F,4,7/19/1963,729,F,158,1,STNWG,4.884,0,1155.337116
59328169,M,3,10/10/1970,589,B,106.5,1,HBACK,1.87,0,122.6950636
54672930,F,6,2/13/1944,388,D,67.7,2,SEDAN,1.87,0,1666.164387
50455395,F,6,5/5/1941,733,C,144,4,STNWG,2.024,0,55.8636536
88270204,M,2,11/29/1984,678,C,141,3,HBACK,0.957,0,56.17519943
61869624,M,6,7/17/1945,809,D,94.9,1,HBACK,2.035,0,0
12993018,F,6,4/8/1944,486,B,92.3,2,SEDAN,1.397,0,1003.515839
78625362,F,1,2/11/1996,572,C,142.5,4,MIBUS,2.156,0,300.0950812
20347301,F,4,8/31/1965,608,C,142.5,4,MIBUS,1.54,0,173.3724643
17138715,M,3,1/13/1977,720,E,37.5,3,STNWG,3.212,0,0
52455197,F,4,11/13/1962,681,C,132,3,HBACK,0.836,0,0
92653399,M,3,4/18/1971,829,B,141,4,STNWG,0.319,0,45.02184765
70910225,M,4,6/18/1965,668,A,79.3,4,STNWG,0.77,0,0
57111142,F,6,9/18/1939,806,A,107.8,2,SEDAN,2.255,0,310.3092449
37776289,M,5,7/6/1958,724,B,150.9,4,UTE,1.001,0,69.80742359
77730275,F,2,9/8/1982,581,C,139.5,1,HBACK,1.947,0,852.3200199
31931352,F,5,6/26/1957,762,E,33,1,STNWG,5.456,0,0
80980230,F,3,10/13/1971,629,C,106.5,4,MIBUS,1.727,0,0
77609573,F,4,9/23/1963,644,A,79.9,1,HBACK,1.562,0,0
53300484,M,1,9/22/1998,541,C,147,2,HBACK,2.508,0,157.5327509
63478598,F,3,5/20/1979,310,B,118.5,2,STNWG,2.343,0,4819.4512
80192709,M,2,10/19/1980,636,C,147,4,STNWG,1.749,0,100.9588711
48776578,M,2,5/28/1980,387,C,150,2,SEDAN,2.2,0,319.1120616
75619794,M,5,3/24/1955,822,B,86.9,2,SEDAN,1.749,0,0
42143041,M,3,6/11/1978,650,A,83.7,2,STNWG,4.07,0,334.8161606
68458266,M,2,6/11/1989,690,F,140,3,STNWG,2.728,0,124.0954108
27594397,M,6,4/4/1948,823,D,127.6,2,SEDAN,2.167,0,68.89935761
73314005,M,6,4/24/1944,360,C,141,2,SEDAN,1.947,0,1958.329086
94217728,F,2,9/30/1980,354,A,81.5,3,SEDAN,1.353,0,2231.892164
85837125,F,4,11/14/1967,412,D,137.3,3,STNWG,4.4,0,2717.062722
82734160,M,5,2/24/1959,707,D,119.2,2,STNWG,4.367,0,0
59730873,F,6,1/19/1943,793,A,48.2,3,HBACK,1.408,0,0
67765366,M,4,1/26/1962,770,D,118.4,4,STNWG,1.969,0,0
50204577,F,4,5/21/1961,787,C,120,4,SEDAN,1.881,0,0
10454789,M,3,7/5/1979,637,B,135.1,2,STNWG,2.035,0,0
65883163,M,2,5/17/1981,659,A,59.5,2,SEDAN,1.738,0,70.30470481
21021163,M,5,3/28/1955,720,C,145.5,1,SEDAN,1.947,0,0
23079396,M,2,10/14/1984,658,A,64.8,2,TRUCK,3.432,0,0
67994044,M,3,12/21/1972,545,F,,4,STNWG,1.628,0,381.9769353
31063200,F,2,2/28/1984,655,C,132,4,STNWG,1.639,0,77.34849129
20839031,M,5,1/18/1958,714,B,97.9,3,SEDAN,0.968,0,0
53190623,M,2,3/20/1981,,D,97.8,4,SEDAN,0.847,0,900.5648534
61200172,F,4,9/18/1965,809,B,145.6,4,HBACK,0.506,0,23.11384546
63506180,F,4,1/8/1966,688,E,34.5,2,HBACK,1.408,0,0
65102201,F,6,2/7/1946,841,C,139.5,3,SEDAN,1.606,0,0
82881939,F,3,10/27/1970,526,A,96.5,4,HBACK,0.55,0,675.3311458
58196682,F,,2/18/1991,803,C,142.5,2,SEDAN,1.771,0,0
67911984,F,1,7/11/1996,,A,84.1,2,HBACK,1.815,0,382.1053949
95083529,M,3,12/7/1975,804,F,96,3,HBACK,1.034,0,108.4488884
82530198,M,2,12/8/1988,728,C,147,4,HBACK,0.704,0,17.62487503
15995987,M,,3/17/1965,365,C,141,1,COUPE,9.548,0,9025.692303
24106833,F,4,8/13/1965,845,E,54,3,SEDAN,1.551,0,0
18050999,F,6,10/15/1935,532,E,,2,HBACK,1.21,0,988.8984434
39381967,M,2,5/8/1988,,B,141.2,4,STNWG,2.002,1,678.5778515
98928540,F,5,1/26/1958,711,C,130.5,4,STNWG,1.947,0,0
95886459,M,3,10/5/1975,618,D,79.7,2,TRUCK,2.684,0,0
59876823,F,5,9/28/1956,838,B,124.6,3,SEDAN,6.039,0,0
46154243,F,2,8/25/1988,471,D,75.8,2,SEDAN,1.617,0,6250.141941
82280077,F,3,1/19/1976,681,A,64.7,3,HBACK,1.133,0,0
36655005,F,3,8/6/1973,724,C,136.5,4,SEDAN,0.803,0,45.91618876
37250119,F,5,1/5/1959,743,B,119.4,3,SEDAN,1.32,0,46.48233459
94765450,M,6,10/22/1944,804,C,102,2,HBACK,1.276,0,575.7685343
93177606,F,3,7/22/1977,695,C,114,3,HBACK,0.759,0,0
76235249,F,4,3/9/1960,837,A,70.2,3,SEDAN,1.617,0,0
22389928,F,6,5/17/1948,717,C,144,3,SEDAN,1.463,0,167.8898022
43085298,M,4,9/24/1965,773,B,96.8,1,HBACK,2.486,0,702.2253814
16871165,M,6,2/16/1930,839,D,75,3,SEDAN,1.595,0,109.1299254
88044383,F,6,9/9/1939,849,A,,4,HBACK,0.517,0,0
25700231,M,5,3/5/1956,602,B,100.8,2,STNWG,4.455,0,551.0091193
62357784,F,3,4/9/1972,757,C,91.5,3,HBACK,1.089,0,32.7835086
81478265,M,,10/3/1951,780,C,105,4,HDTOP,1.342,0,0
70727891,F,4,1/11/1962,447,C,106.5,3,HDTOP,1.793,0,2352.375296
27610388,M,5,9/10/1954,743,B,127,1,SEDAN,2.244,1,530.4040401
54595606,F,4,3/4/1965,835,C,138,4,STNWG,1.155,0,0
37901912,F,2,6/17/1988,,E,34.5,2,HBACK,2.244,0,0
50629628,F,4,8/17/1961,729,F,154,2,STNWG,4.499,0,37.03018961
82014922,F,2,6/3/1988,468,A,80.7,3,SEDAN,1.485,0,384.3520545
26503649,F,5,9/23/1957,650,C,135,3,SEDAN,1.364,0,67.4919506
82592464,F,2,5/19/1989,616,C,132,4,HBACK,0.792,0,262.7290643
25723913,F,6,9/21/1933,576,D,80.6,4,SEDAN,0.572,0,220.9654213
84277095,M,6,5/1/1939,685,E,67.5,3,HBACK,1.023,0,0
74131154,M,6,5/21/1931,693,C,111,1,SEDAN,5.808,0,0
60848429,F,3,9/14/1977,693,A,74.9,3,STNWG,3.773,0,0
67547272,F,4,5/31/1960,688,B,140.5,3,SEDAN,1.76,0,47.87945706
94574797,F,1,8/26/1992,582,C,127.5,1,SEDAN,1.749,0,49.47491301
72664228,F,3,8/20/1970,504,C,136.5,4,HBACK,0.583,1,1421.431736
83908927,F,,4/9/1979,418,A,76.4,4,COUPE,0.66,0,820.9414881
50736089,F,3,1/22/1972,,A,99.5,3,SEDAN,1.738,0,386.6178147
70233748,M,4,7/14/1966,713,D,91.2,4,UTE,0.627,0,285.447058
37212643,F,2,8/12/1988,684,A,,1,HBACK,1.529,0,492.528367
17901849,F,2,6/30/1988,520,A,,4,TRUCK,0.627,0,1131.193307
63476733,M,4,11/15/1960,832,D,101.3,2,HBACK,1.155,0,111.1620292
47052049,F,1,11/8/1992,657,D,112.9,3,PANVN,1.76,0,306.9802936
80979548,F,,11/4/1960,782,C,121.5,3,STNWG,2.233,0,0
60172571,M,1,1/30/1991,357,A,110.7,1,HBACK,3.036,1,6888.409541
82906550,M,4,3/14/1968,756,B,114.7,3,SEDAN,1.298,0,0
27665143,F,3,4/25/1979,630,E,,2,STNWG,4.334,0,70.32523285
90053380,M,4,11/2/1961,787,D,98.8,3,STNWG,1.166,0,0
32185499,F,5,8/6/1952,612,D,168.2,3,SEDAN,1.023,0,291.5472521
99527380,M,5,4/3/1959,724,C,139.5,3,SEDAN,1.276,0,32.7630467
38866841,F,3,7/14/1970,790,C,145.5,2,SEDAN,2.288,0,0
68399294,M,2,4/6/1986,377,B,,2,HBACK,1.089,0,842.9017034
51082297,M,,5/19/1954,842,A,86,2,SEDAN,1.881,0,62.74945864
86875332,M,4,11/19/1968,745,B,129.9,2,SEDAN,1.87,0,172.9577625
78874974,F,3,9/9/1973,665,E,49.5,4,SEDAN,1.067,0,780.5348391
76084018,F,4,5/29/1964,704,A,63.7,3,HBACK,1.012,0,0
45358628,F,4,2/4/1962,804,A,,2,SEDAN,1.925,0,0
14566908,M,3,4/30/1976,626,B,134,3,HBACK,1.265,0,758.8016998
87337127,F,3,12/4/1977,721,E,48,3,HBACK,2.42,0,0
90879184,M,,12/18/1985,391,F,124,2,UTE,3.091,1,6933.839389
11136543,F,,9/30/1975,,A,73.8,1,HBACK,1.496,0,0
84003908,M,4,9/22/1967,470,C,148.5,3,STNWG,2.849,0,926.2801738
50816082,F,6,12/26/1939,808,A,,4,HBACK,0.451,0,119.3694082
74254137,M,2,7/24/1987,649,B,103.1,3,SEDAN,1.342,0,239.3151785
74198243,F,,4/24/1955,814,A,97.2,4,HBACK,0.517,0,48.65351559
11562810,M,5,11/22/1951,609,D,86.7,4,HDTOP,1.727,0,1453.844876
77141951,F,,2/7/1953,803,C,90,4,SEDAN,2.046,0,0
83789020,F,2,4/5/1980,673,D,118.5,3,UTE,2.53,0,266.2552921
67679528,F,4,9/4/1968,670,C,120,4,SEDAN,0.506,0,149.0553621
55271799,M,1,12/4/1999,393,C,139.5,2,HBACK,1.364,1,982.2201715
65613462,M,4,6/12/1962,468,B,98.2,4,MIBUS,1.177,0,425.717623
61247088,M,2,10/2/1988,441,B,82.3,2,UTE,3.927,0,1758.860733
11658443,F,2,7/11/1987,639,C,132,3,SEDAN,1.617,0,24.9808703
82633874,M,4,11/10/1966,637,D,107.8,1,HDTOP,5.588,0,36.92948315
39272054,M,1,4/11/1994,,C,87,1,TRUCK,4.257,0,1815.261741
11772280,M,6,9/9/1947,540,C,,3,HBACK,0.847,0,524.2445374
73290138,M,2,11/3/1985,377,B,127.9,4,STNWG,1.496,0,773.3446275
74256115,F,3,8/10/1973,,A,98,3,SEDAN,1.496,0,347.6933223
70167401,M,2,11/29/1983,617,A,71.6,4,MIBUS,0.847,0,79.73417354
16116646,M,2,3/10/1980,526,C,145.5,4,HBACK,0.55,1,1032.640442
19154044,M,3,2/3/1975,604,C,126,3,HBACK,1.166,0,22.3906358
47939563,F,3,3/2/1979,602,C,150,3,SEDAN,2.189,0,247.0544745
25842259,M,3,5/2/1973,616,C,142.5,4,HBACK,1.276,0,97.7440256
76249678,M,6,2/14/1937,705,A,116.7,3,SEDAN,1.694,0,0
17495932,M,2,1/17/1986,813,B,,4,COUPE,0.66,0,27.1404751
91089123,F,2,5/8/1982,450,C,129,1,HBACK,2.046,1,3531.316586
12956670,F,4,9/5/1968,839,D,143.7,2,HBACK,1.661,0,0
23208695,F,3,12/1/1978,493,D,78.1,1,HBACK,1.485,0,2594.154816
36045978,F,3,11/14/1974,576,C,121.5,2,STNWG,3.366,0,622.7776375
36346703,M,4,8/21/1968,644,F,104,2,HDTOP,3.971,0,429.2129264
26580933,F,2,8/7/1986,623,A,,3,STNWG,1.881,0,185.7153456
53437176,F,2,2/20/1980,584,C,133.5,2,SEDAN,1.705,0,1010.578884
40103460,F,4,8/19/1961,727,F,108,1,SEDAN,2.926,0,47.70800433
59132574,F,2,3/7/1981,488,F,52,2,STNWG,3.905,0,2639.099972
53370537,M,2,7/31/1989,830,C,144,4,STNWG,1.309,0,0
29974680,F,2,5/18/1988,316,B,69.4,2,HBACK,1.342,0,0
18459093,F,3,4/3/1977,465,C,148.5,2,HBACK,1.705,0,442.5482359
99342957,F,1,10/18/1994,,E,60,1,STNWG,4.763,0,1679.173518
36068869,F,3,9/18/1971,789,C,129,4,SEDAN,0.385,0,0
90069722,F,,11/6/1975,805,C,141,3,SEDAN,1.452,0,0
64631590,F,,7/30/1974,630,D,115.2,2,STNWG,5.489,0,102.0686342
84109734,F,3,2/28/1972,641,C,144,1,STNWG,3.608,0,0
68402614,F,5,4/23/1950,801,C,147,3,STNWG,2.871,0,230.0322041
93701682,M,3,8/10/1978,696,A,83.9,2,UTE,3.927,0,0
40726250,M,5,1/23/1951,752,C,132,1,HBACK,2.222,0,58.94805115
92749591,M,4,8/17/1967,504,E,66,2,STNWG,4.774,0,387.3005718
91516402,F,3,9/15/1974,689,D,101.2,3,SEDAN,1.441,0,0
75041429,F,2,7/24/1983,664,C,109.5,2,SEDAN,1.672,0,39.48700269
42017334,M,4,10/15/1961,767,D,113.7,3,UTE,1.397,0,115.9060501
41481421,F,3,10/17/1971,652,B,125.3,4,HBACK,0.209,0,0
17153028,F,4,4/12/1963,678,A,99,4,STNWG,0.66,0,72.18337409
79138925,M,3,5/31/1970,648,D,91.9,3,SEDAN,1.364,0,62.50721464
77415749,F,,5/1/1983,301,C,147,3,COUPE,1.815,0,3158.784506
55961329,F,,3/27/1952,743,C,55.5,3,SEDAN,1.166,0,0
